Date,day,month,year,Close Before,Before_change,SA_T,SA_S,Title,Content,summary,Label
2023-02-23,23,2,2023,3.9800000190734863,-0.14038878602617932,0.4939,0.2732,Ray-Ban maker EssilorLuxottica's sales rise on solid European growth,(Reuters) -Luxury eyewear maker EssilorLuxottica on Thursday reported a rise in fourth-quarter revenues citing sound growth amid a challenging environment but its performance in...,eyewear maker EssilorLuxottica reported a rise in fourth-quarter revenues,0.0
2023-03-07,7,3,2023,3.259999990463257,-0.1809045289346104,0.4215,0.296,SoundHound AI reports Q4 beat but shares plunge 9%,By Davit Kirakosyan  SoundHound AI  Inc (NASDAQ:SOUN) shares dropped more than 9% after-hours despite the company reporting better-than-expected Q4 results with EPS coming in at...,shares dropped more than 9% after-hours despite the company reporting better-than-,0.0
2023-03-13,13,3,2023,1.9900000095367432,-0.38957054743611896,0.0,-0.4588,Analysis-As banks break markets hear the sound of peaking rates,By Tom Westbrook SINGAPORE (Reuters) - Investors scrambled to pull down global rate expectations on Monday and abandoned wagers on steep U.S. hikes next week reckoning the...,investors scrambled to pull down global rate expectations on Monday and abandoned wagers on steep,0.0
2023-03-27,27,3,2023,2.0999999046325684,0.05527632892897949,0.0,0.296,Pernod Ricard Remy Cointreau fall on JPMorgan downgrade,By Geoffrey SmithÂ  Investing.com -- Shares in French drinks groups  Pernod Ricard  (EPA:PERP) and  Remy Cointreau  (EPA:RCOP) fell on Monday after analysts at JPMorgan sounded a...,shares in french drinks groups pernod Ricard (EPA:PERP) and Rem,0.0
2023-04-14,14,4,2023,2.680000066757202,0.2761905659353423,-0.5106,0.0772,Pain trade remains to the upside - Mizuho,By Investing.com Staff Mizuho desk analysts say yesterdayÂs rally caught most off guard and it sounded like many missed the move. The NASDAQ is now up 19.8% year-to-date and The...,the NASDAQ is up 19.8% year-to-date .,1.0
2023-04-17,17,4,2023,2.640000104904175,-0.014925358528601551,-0.3818,-0.296,Soundgarden singer's widow settle court fight over unreleased recordings,By Blake Brittain (Reuters) - Grunge music pioneers Soundgarden and Vicky Cornell the widow of lead singer Chris Cornell have settled a legal dispute over the late singer's...,soundgarden and Vicky Cornell have settled a legal dispute over the late singer's,1.0
2023-05-01,1,5,2023,2.6600000858306885,0.00757575004991895,0.5106,0.6124,U.S. Treasury encouraged by First Republic resolution says banking system remains sound,WASHINGTON (Reuters) -The U.S. Treasury Department is encouraged that  First Republic Bank  (NYSE:FRC) was resolved with the least cost to the Deposit Insurance Fund and believes...,first Republic Bank (NYSE:FRC) was resolved with the least cost to the Deposit Insurance,0.0
2023-05-05,5,5,2023,2.450000047683716,-0.07894738021461079,-0.25,-0.4767,HSBC quashes Ping An-backed protest vote at annual meeting,By Lawrence White and Iain Withers BIRMINGHAM England (Reuters) -HSBC soundly defeated a bid to break-up the bank and spin-out its lucrative Asian business at its annual investor...,HSBC soundly defeated a bid to break-up the bank and spin-out,1.0
2023-05-08,8,5,2023,2.6600000858306885,0.08571429961624344,-0.0516,-0.0129,PacWest Bancorp adds to gains after cutting dividend to shore up capital | Yellen says pressures remain on some U.S. regional bank stocks but system sound,"PacWest Bancorp  (NASDAQ:PACW) shares rose another 32% in pre-open trading Monday after the company slashed its dividend and said the business ""remains fundamentally sound."" The... | WASHINGTON (Reuters) - U.S. Treasury Secretary Janet Yellen said on Monday that some regional bank stock prices remained under pressure but deposits had stabilized and regulators...","PacWest Bancorp shares rose another 32% in pre-open trading . the company said the business ""remains",1.0
2023-05-11,11,5,2023,2.549999952316284,-0.04135343231767319,0.0,0.0,Italian steelmaker Feralpi invites banks to pitch for IPO role Âsources,By Elisa Anzolin and Pablo Mayo Cerqueiro MILAN/LONDON (Reuters) - Italian steelmaker Feralpi Group is sounding out investment banks to arrange a possible initial public offering...,italian steelmaker Feralpi Group is sounding out investment banks to arrange a possible,0.0
2023-05-23,23,5,2023,3.150000095367432,0.23529417814543074,-0.6597,-0.296,Analysis-US debt ceiling crunch threatens to roil complacent stock market,By Lewis Krauskopf NEW YORK (Reuters) - Strategists at some of Wall StreetÂs biggest banks are sounding increasingly worried about potential market fallout from the standoff over...,strategys at some of wall street's biggest banks are sounding increasingly worried about potential market,0.0
2023-05-26,26,5,2023,2.9800000190734863,-0.05396827655464442,-0.34,0.0,More insurers desert net-zero alliance as U.N. climate group sounds alarm,By Tommy Wilkes LONDON (Reuters) -Lloyd's of London became the sixth organisation to quit a net-zero alliance for insurers within 36 hours on Friday as a U.N.-backed coalition of...,lloyd's of London became the sixth organisation to quit a net,1.0
2023-05-31,31,5,2023,3.119999885559082,0.046979820667626404,-0.4019,-0.296,Exxon Chevron shareholders soundly reject climate-related petitions,By Sabrina Valle HOUSTON (Reuters) -Exxon Mobil Corp and  Chevron  Corp (NYSE:CVX) shareholders on Wednesday overwhelmingly rejected calls for stronger measures to mitigate...,exxon Mobil Corp and Chevron Corp (NYSE:CVX) shareholders rejected,0.0
2023-06-21,21,6,2023,3.990000009536743,0.27884620381060143,0.0,0.4404,Telecom Italia sounds out buyers for stake in enterprise unit -Bloomberg News,(Reuters) -  Telecom Italia  (BIT:TLIT) is restarting its efforts to sell a minority stake in its enterprise unit potentially valued at more than 6 billion euros ($6.6 billion)...,BIT:TLIT is restarting its efforts to sell a minority stake in its enterprise,1.0
2023-06-22,22,6,2023,3.7699999809265137,-0.055137851650224,0.4939,-0.3612,Cantor Fitzgerald remains confident in SoundHound following AI panel,Cantor Fitzgerald reiterated an Overweight rating on  SoundHound AI  Inc (NASDAQ:SOUN) and raised their 12-month price target on the stock to $6.20 (From $2.80) after the company...,cantor Fitzgerald reiterated an Overweight rating on SoundHound AI Inc (NASDAQ:,0.0
2023-06-26,26,6,2023,3.660000085830689,-0.02917769115446822,-0.128,-0.128,Saudi Aramco sees 'sound' oil outlook for H2 on China India demand,"By Muyu Xu and Emily Chow KUALA LUMPUR (Reuters) -Saudi Aramco (TADAWUL:2222) believes market fundamentals remain ""sound"" for the second half as demand from emerging markets led...","market fundamentals remain ""sound"" for the second half as demand from emerging markets led...",1.0
2023-06-28,28,6,2023,4.199999809265137,0.14754090458221603,-0.5574,0.7501,Marketmind: G4 central bankers speak chips wars rumble,A look at the day ahead in U.S. and global markets from Mike Dolan Eyeing another slew of impressive U.S. economic soundings the world's four most powerful central bankers are...,Mike dolan Eyeing another slew of impressive U.S. economic sounding,1.0
2023-07-28,28,7,2023,2.2300000190734863,-0.4690475903941377,0.0,0.0,Cyanide maker Draslovka screens banks for IPO Â sources,By Pablo Mayo Cerqueiro and Jason Hovet LONDON (Reuters) -Draslovka the world's largest producer of sodium cyanide has been sounding out banks to manage a possible stock market...,the world's largest producer of sodium cyanide has been sounding out banks to manage,1.0
2023-08-10,10,8,2023,2.059999942779541,-0.07623321741700095,0.7579,0.3182,Allianz sounds positive note on outlook after profit beat,FRANKFURT (Reuters) - German insurer Allianz (ETR:ALVG) on Thursday was optimistic on its outlook for the full year after reporting a better-than-expected 18% rise in...,German insurer Allianz (ETR:ALVG) was optimistic on its outlook for the,0.0
2023-08-11,11,8,2023,1.8899999856948853,-0.08252425330423852,-0.34,0.4019,ChatGPT fever spreads to US workplace sounding alarm for some,By Richa Naidu Martin Coulter and Jason Lange LONDON/WASHINGTON (Reuters) - Many workers across the U.S. are turning to ChatGPT to help with basic tasks a Reuters/Ipsos poll...,Reuters/Ipsos poll shows dozens of workers turn to chatGPT,1.0
2023-08-17,17,8,2023,2.390000104904175,0.26455032962630276,-0.8225,-0.765,Explainer-Country Garden: How bad is China's property crisis?,By Clare Jim HONG KONG (Reuters) - The debt crisis at Country Garden China's largest property developer before this year and once considered a financially sound company has...,the debt crisis at Country Garden China's largest property developer before this year . once considered,0.0
2023-08-23,23,8,2023,2.359999895095825,-0.012552388490189026,0.0,-0.34,Marketmind: 'Flash' business funk and AI buzz,A look at the day ahead in U.S. and global markets from Mike Dolan A combination of worrying August business soundings from Europe and market buzz about chipmaker Nvidia...,a look at the day ahead in U.S. and global markets from Mike Dolan,0.0
2023-09-05,5,9,2023,2.5199999809265137,0.06779664955205078,0.0,-0.1027,Marketmind: Global business splutters dollar surges,A look at the day ahead in U.S. and global markets from Mike Dolan  August global business soundings continue to make a grating noise in Europe and China while disinflation hopes...,Mike dolan August global business soundings continues to make a grating noise in,0.0
2023-09-06,6,9,2023,2.4600000381469727,-0.023809501283202916,0.0,-0.34,Marketmind: Restive markets simmer after oil sideswipe,A look at the day ahead in U.S. and global markets from Mike Dolan  Roiled by an oil price spike and dour August business soundings world markets struggled again on Wednesday as...,a look at the day ahead in U.S. and global markets from Mike dolan,0.0
2023-09-18,18,9,2023,2.130000114440918,-0.13414630836942243,0.3612,0.3612,GE HealthCare gets $44 million grant to develop AI-assisted ultrasound tech,(Reuters) - GE HealthCare Technologies Inc has received a grant of more than $44 million from the Bill & Melinda Gates Foundation to develop AI-assisted ultrasound technology the...,GE HealthCare Technologies Inc has received a grant of more than $44 million from,0.0
2023-09-20,20,9,2023,2.130000114440918,0.0,-0.1139,0.0,GreenTree Hospitality Group's stock dips despite solid fundamentals,GreenTree Hospitality Group (NYSE:GHG) has seen a 26% decline in its stock over the past month despite its fundamentally sound long-term financials. The company's return on equity...,greenTree Hospitality Group has seen a 26% decline in its stock over the,0.0
2023-09-21,21,9,2023,2.039999961853028,-0.0422535904940613,0.0,0.4019,National World sounds out investors for Telegraph bidding group -sources | Quality Stocks Show Resilience Amid Market Fluctuations,By Amy-Jo Crowley LONDON (Reuters) - British publisher National World is sounding out potential investors to help finance a bid for the Telegraph newspaper group three people... | Thursday September 21 2023 - Amid an unwavering stance from the Federal Reserve investors are turning to quality stocks as a sound investment strategy. These stocks often...,national world is sounding out potential investors to help finance a bid for the Telegraph newspaper group three people... | Thursday September 21,0.0
2023-09-27,27,9,2023,1.600000023841858,-0.21568624815634663,0.296,0.4767,SoundHound AI stock rebounds with 14% rise driven by buy rating and fast food sector prospects,SoundHound AI's stock has seen a significant increase of 14% to $1.82 on Wednesday marking a recovery from a flat performance since the beginning of the year. This surge was...,soundHound's stock has seen a significant increase of 14% to $1.82,1.0
2023-10-03,3,10,2023,1.9600000381469729,0.22500000558793554,0.3818,0.5423,SoundHound AI's stock stumbles post-SPAC merger amid growth concerns,SoundHound AI the voice recognition firm has been grappling with a significant decline in its stock price following its merger via a special purpose acquisition company (SPAC)....,soundHound AI the voice recognition firm has been grappling with a significant decline in its,1.0
2023-10-25,25,10,2023,1.690000057220459,-0.13775508962835414,-0.4927,0.4588,More alarm bells sound on slowing demand for electric vehicles,By Ben Klayman (Reuters) - High interest rates are derailing the ambitions of climate regulators and automakers to accelerate the shift to electric vehicles underscored Wednesday...,interest rates are derailing the ambitions of climate regulators and automakers to accelerate the shift,0.0
2023-10-26,26,10,2023,1.600000023841858,-0.05325445581737076,0.0772,-0.6249,Toymakers Hasbro Mattel slump after sounding alarm over holiday spending | Exclusive-JPMorgan sounds out investors on Venezuela bond index weightings -sources,By Savyata Mishra (Reuters) -Toymaker Hasbro (NASDAQ:HAS) disappointed investors with its results on Thursday joining Barbie-maker Mattel (NASDAQ:MAT) in warning of a weak... | By Rodrigo Campos and Jorgelina do Rosario NEW YORK/LONDON (Reuters) -JPMorgan has reached out to Venezuela bondholders about normalizing the weighting of the country's...,toymaker hasbro (NASDAQ:HAS) disappointed investors with its results on Thursday joining Barbie-maker Mat,0.0
2023-11-07,7,11,2023,1.7799999713897705,0.11249996554106523,-0.4404,0.128,EBay forecasts fourth-quarter results below estimates on weak consumer spending,(Reuters) - Ebay forecast fourth-quarter revenue and profit below Wall Street estimates on Tuesday and joined other e-commerce platforms in sounding the alarm on...,Ebay forecast fourth-quarter revenue and profit below Wall Street estimates . other e-,0.0
2023-11-08,8,11,2023,1.820000052452088,0.022471956014182837,0.0,0.5719,Earnings call: SoundThinking posts record Q3 revenues; announces SafePointe acquisition,SoundThinking announced robust financial results for Q3 2023 posting record revenues of $24 million a 28% YoY increase. The company also reported an adjusted EBITDA of $4.3...,soundThinking announced robust financial results for Q3 2023 . the company also reported,0.0
2023-11-15,15,11,2023,2.130000114440918,0.1703296994805943,0.2023,0.1027,Sonos Q4 results top estimates; unveils $200M stock buyback plan | Earnings call: ENDRA Life Sciences Highlights Momentum for TAEUS System and Q3 2023 Financials | Earnings call: ENDRA Life Sciences Highlights Momentum for TAEUS System and Q3 2023 Financials | Earnings call: ENDRA Life Sciences Highlights Momentum for TAEUS System and Q3 2023 Financials,Investing.com --Â Â Sonos reported Wednesday better-than-feared fiscal fourth-quarter as losses narrowed more than expected and the wireless home sound system maker announced a new... | ENDRA Life Sciences  (NASDAQ:NDRA) highlighted the growing momentum for its Thermo Acoustic Enhanced Ultrasound liver system (TAEUS) during its third quarter 2023 earnings call.... | ENDRA Life Sciences  (NASDAQ:NDRA) highlighted the growing momentum for its Thermo Acoustic Enhanced Ultrasound liver system (TAEUS) during its third quarter 2023 earnings call.... | ENDRA Life Sciences  (NASDAQ:NDRA) highlighted the growing momentum for its Thermo Acoustic Enhanced Ultrasound liver system (TAEUS) during its third quarter 2023 earnings call....,ENDRA Life Sciences (NASDAQ:NDRA) highlighted growing momentum for its Thermo Acoustic Enhanced Ultrasound liver system (TAEUS) during its third quarter 2023 earnings call .,0.0
2023-11-16,16,11,2023,2.2300000190734863,0.046948309511624764,0.5859,0.7722,Marketmind: Ebbing oil sustains inflation retail glow | Walmart sounds a note of caution on consumers ahead of holidays shares fall,A look at the day ahead in U.S. and global markets from Mike Dolan Ebbing oil prices are cheerleading this week's renewed optimism on U.S. disinflation - with retail soundings... | By Siddharth Cavale and Aishwarya Venugopal (Reuters) -Walmart on Thursday said U.S. consumers are acting more cautious with spending as the holiday season gets underway even as...,a look at the day ahead in U.S. and global markets from Mike dolan Ebbing oil prices are cheerleading this week,0.0
2023-11-30,30,11,2023,2.299999952316284,0.03139010432469913,0.0516,-0.1531,Remy seeks to fix US inventory problems by year-end profits fall,"By Dominique Vidalon and Emma Rumney PARIS (Reuters) -Remy Cointreau aims to end the year with a ""sound"" level of stock in the United States but it is unclear when this would...","cointreau aims to end the year with a ""sound"" level of stock in",0.0
2023-12-21,21,12,2023,2.0899999141693115,-0.091304366304654,-0.34,-0.6486,US regulator sounds alarm over Doraemon toy magnets after seven deaths,(Reuters) - The U.S. consumer protection authority on Thursday warned people to immediately stop using Chinese seller Doraemon's magnetic ball sets after its loose hazardous...,consumer protection authority warns people to immediately stop using Chinese seller's magnetic ball sets .,0.0
2024-01-11,11,1,2024,1.875,-0.10287077655444077,0.0,0.0,Butterfly Network forecasts revenue beat,BURLINGTON Mass. & NEW YORK - Butterfly Network Inc. (NYSE: NYSE:BFLY) a company specializing in portable ultrasound technology anticipates surpassing its 2023 revenue and...,a company specializing in portable ultrasound technology anticipates surpassing its 2023 revenue ,0.0
2024-01-30,30,1,2024,1.8799999952316284,0.002666664123535112,-0.34,-0.2732,Ladenburg Thalmann starts SoundHound at Buy | EU markets watchdog sounds warning on real estate funds,Ladenburg Thalmann initiated coverage on voice recognition company   SoundHound AI   Inc. (NASDAQ:SOUN) with a Buy rating and set a 12-month price target on the companyÂs shares... | By Huw Jones LONDON (Reuters) - The European Union's 1.1 trillion euro ($1.19 trillion) real estate funds sector faces multiple risks related to leverage valuations and...,the 1.1 trillion euro ($1.19 trillion) real estate funds sector faces multiple risks related to leverage valuations and leverage valuation,0.0
2024-02-01,1,2,2024,1.659999966621399,-0.11702129211076095,0.0,0.0,Barclays shifts focus to buyout firms for UK payments business sale Â sources,By David French Amy-Jo Crowley Andres Gonzalez and Pablo Mayo Cerqueiro NEW YORK/LONDON (Reuters) - Barclays plc is sounding out private equity firms about taking a majority...,barclays plc is sounding out private equity firms about taking a majority .,1.0
2024-02-08,8,2,2024,1.7100000381469729,0.03012052562105727,0.6124,0.7269,Earnings call: Knowles reports robust Q4 growth eyes future expansion,Knowles Corporation (ticker: NYSE:KN) a market leader in advanced sound and communication solutions has reported significant growth in its fourth-quarter and full-year earnings...,Knowles has reported significant growth in its fourth-quarter and full-year earnings . the,1.0
2024-02-13,13,2,2024,2.3499999046325684,0.374268919420099,0.0,0.0,Butterfly Network launches third-gen ultrasound device Butterfly iQ3 | Sonos adds VF Corp CEO Bracken Darrell to its board,BURLINGTON Mass. & NEW YORK - Butterfly Network Inc. (NYSE: NYSE:BFLY) a digital health company announced today the commercial availability of its latest handheld... | SANTA BARBARA Calif. - Sonos Inc. (NASDAQ: NASDAQ:SONO) a leader in sound experience products has announced the appointment of Bracken Darrell to its board of directors...,Butterfly Network Inc. announced today the commercial availability of its latest handheld handheld . a leader in sound experience products has,0.0
2024-02-14,14,2,2024,2.275000095367432,-0.03191481374841276,-0.2023,0.2263,Roth/MKM slashes SoundThinking stock target amid Chicago contract loss | ENDRA Life Sciences secures new patents for ultrasound tech | After-hours movers: Cisco Twilio AppLovin SoundHound AI,On Wednesday Roth/MKM adjusted its outlook on SoundThinking (NASDAQ:SSTI) a tech company specializing in software and security services. The firm reduced the price target to $30... | ANN ARBOR Mich. -  ENDRA Life Sciences  Inc. (NASDAQ: NASDAQ:NDRA) specializing in Thermo Acoustic Enhanced UltraSound (TAEUSÂ®) technology recently announced the issuance of... | After-Hours Stock Movers: Cisco Systems (NASDAQ:CSCO) declined 5% after it lowered its EPS and revenue guidance for the year. It also announced plans to reduce its workforce by...,Roth/MKM adjusted its outlook on soundThinking (NASDAQ:SSTI) the firm reduced the price target to $30... | after-Hours Stock Movers: Cisco Systems (,1.0
2024-02-15,15,2,2024,2.255000114440918,-0.008791200038734015,0.6908,0.7269,"Midday movers: Cisco slips; SoundHound AI Super Micro rise | Nvidia fuels rally after investments in AI stocks Arm SoundHound AI and Recursion Pharmaceuticals | Northland Capital picks SoundHound stock ""one of top picks for 2024"" as NVIDIA takes stake in SoundHound AI",(Updated - February 15 2024 11:22 AM EST) Investing.com -- Main U.S. indexes were mixed Thursday as investors digested a number of economic reports including data that showed... | Shares of AI-related names such as Arm Recursion Pharmaceuticals (RXRX) and   SoundHound AI   (NASDAQ:SOUN) are rising premarket after it was revealed that a filing from NVIDIA... | On Thursday Northland Capital Markets maintained its positive outlook on  SoundHound AI  Inc. (NASDAQ: NASDAQ:SOUN) reiterating an Outperform rating with a steady price target of...,shares of soundHound AI are rising premarket after it was revealed that a filing from NVIDIA...,1.0
2024-02-28,28,2,2024,6.860000133514404,2.0421285079248004,0.0,0.0,SoundHound AI stock rating downgraded at Northland on valuation concerns,On Wednesday  SoundHound AI  Inc. (NASDAQ: NASDAQ:SOUN) experienced a shift in market perspective as Northland downgraded the company's stock from Outperform to Market Perform....,Northland downgraded the company's stock from Outperform to Market Perform ,1.0
